,node,sub,r,label
410,6,25,0.016409267159878574,pre
411,6,25,0.0103395058876248,post
412,6,26,0.013115577836094707,pre
413,6,26,0.019071987325055356,post
414,6,27,0.031791934391523474,pre
415,6,27,0.06238366652247662,post
416,6,28,0.035203835096987546,pre
417,6,28,0.01167140536877784,post
418,6,29,0.013481621053465922,pre
419,6,29,0.02151701499223262,post
420,6,30,0.05538970570626102,pre
421,6,30,0.027939250248012328,post
422,6,31,0.015613612673531157,pre
423,6,31,0.031018765165146175,post
424,6,32,0.03384875844599212,pre
425,6,32,0.05179898426575442,post
426,6,33,-0.015477189302666113,pre
427,6,33,0.009475223539616108,post
428,6,34,-0.011753755412766805,pre
429,6,34,-0.0014282795685817893,post
430,6,35,0.04541820921965188,pre
431,6,35,0.006162269105933081,post
432,7,0,0.027337048204646885,pre
433,7,0,0.05316406377743562,post
434,7,1,0.0298022416667398,pre
435,7,1,0.07961176810018547,post
436,7,2,0.06184393838607885,pre
437,7,2,0.08482134827889076,post
438,7,3,0.031003914564549238,pre
439,7,3,0.1899990018263266,post
440,7,4,0.03990488753155402,pre
441,7,4,0.08979430978001002,post
442,7,5,0.08682555841857914,pre
443,7,5,0.07422886125032493,post
444,7,6,0.06347716100148874,pre
445,7,6,0.04683418986903095,post
446,7,7,0.02042226595775817,pre
447,7,7,0.011647156981713577,post
448,7,8,0.12047008847038382,pre
449,7,8,0.14075881369616808,post
450,7,9,0.06210765201147457,pre
451,7,9,0.1313646428983337,post
452,7,10,0.1043629070174738,pre
453,7,10,0.23323232201447835,post
454,7,11,0.10139239824042673,pre
455,7,11,0.0776295621091305,post
456,7,12,0.046839592349086995,pre
457,7,12,0.06710347146128988,post
458,7,13,0.13050853291417208,pre
459,7,13,0.16852081908365324,post
460,7,14,0.1660634574136221,pre
461,7,14,0.23670828640943947,post
462,7,15,0.08088829487873657,pre
463,7,15,0.08892374461313246,post
464,7,16,0.045640543353120046,pre
465,7,16,0.05500542222740276,post
466,7,17,0.04520617413109072,pre
467,7,17,0.138424989403039,post
468,7,18,0.06266952289125303,pre
469,7,18,0.1240353038190438,post
470,7,19,0.08798290914767345,pre
471,7,19,0.16854925771848023,post
472,7,20,0.049115967369454436,pre
473,7,20,0.1064954063012536,post
474,7,21,0.08651183842228743,pre
475,7,21,0.14252830062757274,post
476,7,22,0.12132066881680659,pre
477,7,22,0.19653663871095658,post
478,7,23,0.0317065792627816,pre
479,7,23,0.08689196096929565,post
480,7,24,0.016961527515894713,pre
481,7,24,0.016918640474457226,post
482,7,25,0.11171438350043969,pre
483,7,25,0.10361443285685587,post
484,7,26,0.05870564805732517,pre
485,7,26,0.0682271102753019,post
486,7,27,0.11842282717684147,pre
487,7,27,0.12385153731488069,post
488,7,28,0.05723659627113742,pre
489,7,28,0.036746598619589135,post
490,7,29,0.09834109553713749,pre
491,7,29,0.12130669404034809,post
492,7,30,0.13937958309110643,pre
493,7,30,0.18239931998353698,post
494,7,31,0.03964300609988897,pre
495,7,31,0.0769177511631416,post
496,7,32,0.04183805343120099,pre
497,7,32,0.1186782107101399,post
498,7,33,0.0812720518403493,pre
499,7,33,0.06035296069121252,post
500,7,34,0.05470906457829658,pre
501,7,34,0.09357978657140727,post
502,7,35,0.0952834247613313,pre
503,7,35,0.04220078778223348,post
504,8,0,0.004234304730166743,pre
505,8,0,0.01475408101109832,post
506,8,1,0.04923601365887585,pre
507,8,1,0.05403198085786965,post
508,8,2,0.06494181631939483,pre
509,8,2,0.03565567279095852,post
510,8,3,-0.04911830488760309,pre
511,8,3,0.12431940566913992,post
512,8,4,0.044364600630298456,pre
513,8,4,0.013988940179189384,post
514,8,5,0.015518949858092879,pre
515,8,5,0.014145000488047028,post
516,8,6,0.0026625902577388375,pre
517,8,6,0.030518052957855233,post
518,8,7,0.012424880450212793,pre
519,8,7,0.012974120829670886,post
520,8,8,0.03648725142914854,pre
521,8,8,0.051589197645018965,post
522,8,9,0.04080950956812801,pre
523,8,9,0.018713906816035446,post
524,8,10,0.08121753736896196,pre
525,8,10,0.19379498920910584,post
526,8,11,0.016758232125298235,pre
527,8,11,0.06203158828022154,post
528,8,12,-0.0012589525813497277,pre
529,8,12,0.05793424223723159,post
530,8,13,0.07327548703818754,pre
531,8,13,0.11638905802057695,post
532,8,14,0.04971868701570881,pre
533,8,14,0.08993006315962858,post
534,8,15,0.02849156890727327,pre
535,8,15,0.0009447643708011226,post
536,8,16,0.04537010864703438,pre
537,8,16,0.02135642967574383,post
538,8,17,0.03436884076113655,pre
539,8,17,0.10107837335214609,post
540,8,18,0.03308944646769156,pre
541,8,18,0.06574380075896227,post
542,8,19,0.06380791917237369,pre
543,8,19,0.14017973992156169,post
544,8,20,0.0076545093981827675,pre
545,8,20,0.03794318608330196,post
546,8,21,0.025446553534294564,pre
547,8,21,0.10674167734442128,post
548,8,22,0.041840778618349686,pre
549,8,22,0.023792442986480682,post
550,8,23,-0.006159009995924766,pre
551,8,23,0.042459759780415364,post
552,8,24,0.03432177650770123,pre
553,8,24,-0.01179958499038912,post
554,8,25,0.01552610919477979,pre
555,8,25,0.055948780427567055,post
556,8,26,-0.001996079458091099,pre
557,8,26,0.034099009350240586,post
558,8,27,0.03303864070045171,pre
559,8,27,0.09856508717425826,post
560,8,28,0.007253356212352642,pre
561,8,28,0.02032207607990481,post
562,8,29,0.03673033467608329,pre
563,8,29,0.05444745399053318,post
564,8,30,0.10829400856798654,pre
565,8,30,0.10189923158326505,post
566,8,31,0.03929036180546422,pre
567,8,31,0.0756592850312444,post
568,8,32,0.003537042929165707,pre
569,8,32,0.08104021980247077,post
570,8,33,0.008647308239854197,pre
571,8,33,0.023569145877749605,post
572,8,34,-0.007605683837111438,pre
573,8,34,0.05542787021257723,post
574,8,35,0.04617619557275862,pre
575,8,35,0.050022122441813976,post
576,9,0,0.0008527110071070122,pre
577,9,0,0.03403115157009523,post
578,9,1,0.048440230284263724,pre
579,9,1,0.04338358969610792,post
580,9,2,-0.018650513692134572,pre
581,9,2,0.019285678192193245,post
582,9,3,-0.046525187267742005,pre
583,9,3,0.10317436949865376,post
584,9,4,0.05281797102289554,pre
585,9,4,0.018572131370731805,post
586,9,5,0.04119685805958697,pre
587,9,5,0.04287741899949097,post
588,9,6,0.02842806602404711,pre
589,9,6,0.03740195130807954,post
590,9,7,0.0012524424740274608,pre
591,9,7,0.030397932812162885,post
592,9,8,0.04625386619861592,pre
593,9,8,0.10950394066325617,post
594,9,9,0.06516739253848028,pre
595,9,9,-0.002489058182682874,post
596,9,10,0.009830933742298263,pre
597,9,10,0.15429554295804604,post
598,9,11,0.016568494481665464,pre
599,9,11,-0.015618903766242311,post
600,9,12,0.05343250066123868,pre
601,9,12,0.061830929299305844,post
602,9,13,0.0343139104771278,pre
603,9,13,0.15321221402848367,post
604,9,14,0.0532665875506801,pre
605,9,14,0.05563683836536418,post
606,9,15,0.029595262671466917,pre
607,9,15,0.01828773639083912,post
608,9,16,0.04059378586445746,pre
609,9,16,0.008602907582072421,post
610,9,17,-0.01269484350386691,pre
611,9,17,0.04137004398186275,post
612,9,18,0.04949677960385454,pre
613,9,18,0.10752019516954325,post
614,9,19,0.0758352941402798,pre
615,9,19,0.1258835188244337,post
616,9,20,-0.011931978839815812,pre
617,9,20,0.07954281512670686,post
618,9,21,0.015422778443736657,pre
619,9,21,0.059707579157836366,post
620,9,22,0.05114313434263297,pre
621,9,22,-0.015715330662319067,post
622,9,23,-0.008291907052049283,pre
623,9,23,0.07061703156995795,post
624,9,24,0.030882187042505095,pre
625,9,24,0.015252177946525298,post
626,9,25,0.027676878748779624,pre
627,9,25,0.044882793103786636,post
628,9,26,0.03785649477668958,pre
629,9,26,0.054115122973390994,post
630,9,27,0.011544932584157713,pre
631,9,27,0.08945229987140461,post
632,9,28,0.03698577464009449,pre
633,9,28,0.03804024777449308,post
634,9,29,0.07978662580353454,pre
635,9,29,0.05012551442269158,post
636,9,30,0.12831136346076982,pre
637,9,30,0.08573226874935025,post
638,9,31,0.03796312278008796,pre
639,9,31,0.058567843968678146,post
640,9,32,-0.03816650395122999,pre
641,9,32,0.07423144491396283,post
642,9,33,-0.03005190498772517,pre
643,9,33,-0.007312076374733731,post
644,9,34,-0.02855641697263746,pre
645,9,34,0.029856685833126152,post
646,9,35,0.06480070643942237,pre
647,9,35,0.02437905463848719,post
648,10,0,0.20091577690212858,pre
649,10,0,0.16025097400884034,post
650,10,1,0.09123277365208332,pre
651,10,1,0.09370174778812222,post
652,10,2,0.17191921344656835,pre
653,10,2,0.10800158422079204,post
654,10,3,0.23551297130930024,pre
655,10,3,0.22735958054759883,post
656,10,4,0.1328972209860474,pre
657,10,4,0.1105183288114534,post
658,10,5,0.2473885508778782,pre
659,10,5,0.1988599125264914,post
660,10,6,0.09750313522880073,pre
661,10,6,0.060974522991768934,post
662,10,7,0.18930429672640245,pre
663,10,7,0.1446107411323919,post
664,10,8,0.2083918663920638,pre
665,10,8,0.1959337031871674,post
666,10,9,0.17397209646719544,pre
667,10,9,0.15481790198592768,post
668,10,10,0.2018986652272618,pre
669,10,10,0.27282881401134407,post
670,10,11,0.2335773104891292,pre
671,10,11,0.19748919853489963,post
672,10,12,0.13162791346340852,pre
673,10,12,0.1274288732378889,post
674,10,13,0.2084209075107537,pre
675,10,13,0.16782743610255124,post
676,10,14,0.2683624370887968,pre
677,10,14,0.27251935556500795,post
678,10,15,0.19590436219526258,pre
679,10,15,0.19303806976073443,post
680,10,16,0.2015887797202268,pre
681,10,16,0.20558243166039245,post
682,10,17,0.08508839962762524,pre
683,10,17,0.1292572275395844,post
684,10,18,0.20866025632142265,pre
685,10,18,0.2288979735013324,post
686,10,19,0.11192213893661344,pre
687,10,19,0.13665300736659164,post
688,10,20,0.08907909274975653,pre
689,10,20,0.14769649654357847,post
690,10,21,0.17897834279799768,pre
691,10,21,0.20383639928566655,post
692,10,22,0.25511728007428364,pre
693,10,22,0.23899943466976378,post
694,10,23,0.15746101635779322,pre
695,10,23,0.12175115373121634,post
696,10,24,0.1211255785011939,pre
697,10,24,0.1757852072308622,post
698,10,25,0.2549987877323514,pre
699,10,25,0.1972107370011773,post
700,10,26,0.15146360917135346,pre
701,10,26,0.13268455245486457,post
702,10,27,0.06306354110029685,pre
703,10,27,0.05005147659062885,post
704,10,28,0.31758174637087244,pre
705,10,28,0.2104462656076325,post
706,10,29,0.1006220393536141,pre
707,10,29,0.1022054164693535,post
708,10,30,0.26698477344111576,pre
709,10,30,0.2865852587275992,post
710,10,31,0.19822035409026692,pre
711,10,31,0.23326939055925214,post
712,10,32,0.15290268138714846,pre
713,10,32,0.19867463509672292,post
714,10,33,0.18879479802916993,pre
715,10,33,0.18935978232889134,post
716,10,34,0.1077442305533613,pre
717,10,34,0.14362257741093679,post
718,10,35,0.255459152261176,pre
719,10,35,0.27613428788305444,post
720,11,0,0.05202442890965109,pre
721,11,0,0.0500857178435016,post
722,11,1,0.02931047696773409,pre
723,11,1,0.02514457696771418,post
724,11,2,0.022607408313542438,pre
725,11,2,-0.019675407783897,post
726,11,3,0.050479037128589116,pre
727,11,3,0.06294221249251342,post
728,11,4,0.015347689840267372,pre
729,11,4,0.01475880732480708,post
730,11,5,0.05596049311377881,pre
731,11,5,0.07052825094505713,post
732,11,6,0.04413246733486735,pre
733,11,6,0.0028182467049390728,post
734,11,7,0.07641571714166728,pre
735,11,7,0.03930978359806208,post
736,11,8,0.046085930279060466,pre
737,11,8,0.04451787604887443,post
738,11,9,0.04640332896832351,pre
739,11,9,0.03922764459203402,post
740,11,10,0.07834187392239497,pre
741,11,10,0.09904039487511786,post
742,11,11,0.10464941918569501,pre
743,11,11,0.08304497508327192,post
744,11,12,0.017154416700640135,pre
745,11,12,0.05161932725786922,post
746,11,13,0.05046799707446947,pre
747,11,13,0.061102685779549144,post
748,11,14,0.11058394887166825,pre
749,11,14,0.08917501332518185,post
750,11,15,0.0940012144089809,pre
751,11,15,0.05898916151501905,post
752,11,16,0.04216633179193446,pre
753,11,16,0.023961343300054977,post
754,11,17,0.03725824281745914,pre
755,11,17,0.06689600622008039,post
756,11,18,0.07232939758694072,pre
757,11,18,0.07374248976972668,post
758,11,19,0.05460625540263796,pre
759,11,19,0.06570199519257389,post
760,11,20,0.00236966506709571,pre
761,11,20,0.047825199079976864,post
762,11,21,0.050063132469824585,pre
763,11,21,0.070422834444101,post
764,11,22,0.15861537632266354,pre
765,11,22,0.08734359344850766,post
766,11,23,0.048813257574615056,pre
767,11,23,0.057243783029382954,post
768,11,24,0.02244627120719799,pre
769,11,24,0.06414807377871112,post
770,11,25,0.09616102123034495,pre
771,11,25,0.10494744248938023,post
772,11,26,0.006811158843909161,pre
773,11,26,0.012521322252528746,post
774,11,27,-0.00614562544153515,pre
775,11,27,0.0015142953579438576,post
776,11,28,0.06314069089049962,pre
777,11,28,0.03649126445331348,post
778,11,29,0.04377991912439186,pre
779,11,29,0.06382148526830829,post
780,11,30,0.11921688920215634,pre
781,11,30,0.07135567346739807,post
782,11,31,0.03482859164633779,pre
783,11,31,0.06911006954632014,post
784,11,32,0.007917125376782392,pre
785,11,32,0.024942044517717747,post
786,11,33,0.05074323978177151,pre
787,11,33,0.06364309751220715,post
